Year,Utility ID,Name,Class,Owner,First of Year,Added During Year,Retired During Year,Adjustments Increase or (Decrease),End of Year,Tested During Year,Residential,Commercial,Industrial,Public Authority,Wholesale or Interdepartment or Utility Use,Multifamily,Irrigation,In Stock,Deducted Qty,Total,
2020,940,Campbellsport Municipal Water Utility,D,Muni,862,0,1,0,861,0,691,67,3,20,0,19,0,61,0,861,
2020,950,Camp Douglas Municipal Water Utility,D,Muni,249,1,1,0,249,1,206,23,1,7,0,3,0,9,0,249,
2020,955,Cascade Water Utility,D,Muni,318,0,1,0,317,5,255,21,3,7,0,0,0,31,0,317,
2020,970,Cashton Municipal Electric And Water Utility,C,Muni,574,23,3,-13,581,22,485,58,0,16,0,0,0,10,0,581,
2020,980,Cassville Water and Sewer Utility,D,Muni,438,0,0,-7,431,7,370,36,2,8,0,7,0,8,0,431,
2020,990,Village of Cazenovia Water Utility,D,Muni,158,0,1,0,157,0,145,8,0,2,0,0,0,2,0,157,
2020,1000,Cedarburg Light And Water Commission,AB,Muni,4356,203,3,0,4556,28,3945,296,31,43,0,136,0,104,0,4556,
2020,1010,Cedar Grove Municipal Water Utility,D,Muni,827,12,21,0,818,4,723,45,9,13,0,18,0,10,0,818,
2020,1050,Centuria Municipal Water And Sewer Utility,D,Muni,296,6,1,3,304,7,240,41,0,4,0,9,0,10,0,304,
2020,1060,Chaseburg Water and Sewer Utility,D,Muni,145,0,0,-9,136,2,94,9,4,4,0,3,0,22,0,136,
2020,1080,Chetek Municipal Water Utility,C,Muni,1036,6,4,-2,1036,0,806,139,13,36,0,16,0,25,0,1036,
2020,1100,Chilton Municipal Water Utility,C,Muni,1742,62,29,0,1775,199,1424,145,35,22,0,36,12,100,0,1775,
2020,1120,Chippewa Falls Department of Public Utilities,AB,Muni,7008,83,296,-1,6794,367,4975,681,110,61,0,304,0,663,0,6794,
2020,1150,Clayton Municipal Water Utility,D,Muni,300,190,1,0,489,18,245,27,4,9,0,9,0,195,0,489,
2020,1160,Clear Lake Municipal Water Utility,D,Muni,509,1,0,0,510,5,384,56,14,12,0,8,0,36,0,510,
2020,1180,Cleveland Water Utility,D,Muni,676,6,7,0,675,0,612,29,4,22,0,4,0,2,0,675,
2020,1190,Clinton Municipal Waterworks,D,Muni,1024,1,25,0,1000,30,728,100,9,15,0,12,0,71,64,1000,
2020,1200,Clintonville Water and Electric Utility,C,Muni,2276,161,205,0,2232,165,1743,193,30,20,0,37,0,181,24,2232,
2020,1210,Clyman Utility Commission,D,Muni,174,0,0,7,181,8,145,12,5,5,0,6,0,8,0,181,
2020,1220,Cobb Municipal Water Utility,D,Muni,241,8,8,1,242,0,197,26,0,7,0,2,0,8,0,242,
2020,1240,Cochrane Municipal Water Utility,D,Muni,225,22,27,0,220,23,175,32,6,3,0,0,0,4,0,220,
2020,1250,City of Colby Municipal Water Utility,D,Muni,745,0,4,2,743,16,603,88,9,12,0,16,0,15,0,743,
2020,1260,Coleman Water Utility,D,Muni,477,14,13,1,479,19,358,65,11,11,0,5,3,26,0,479,
2020,1270,Colfax Municipal Water And Sewer Utility,D,Muni,567,3,2,0,568,0,406,74,4,18,0,0,0,22,0,568,
2020,1280,Coloma Municipal Water Utility,D,Muni,245,8,4,0,249,2,199,35,1,6,0,0,0,8,0,249,
2020,1300,Columbus Water And Light Department,AB,Muni,2650,562,477,0,2735,1312,2041,223,8,27,0,33,0,389,2,2735,
2020,1310,Combined Locks Water Utility,C,Muni,1439,0,0,0,1439,230,1389,17,7,12,0,0,0,13,0,1439,
2020,1360,Coon Valley Municipal Water Utility,D,Muni,397,0,0,-18,379,3,306,40,4,9,0,5,0,15,0,379,
2020,1370,Cornell Municipal Water And Electric Utility,C,Muni,696,46,46,0,696,46,564,76,7,15,0,7,0,27,0,696,
2020,1390,Cottage Grove Water and Sewer Utility,C,Muni,2452,22,1,0,2473,0,2237,104,9,30,0,40,2,0,51,2473,
2020,1395,Country Estates Sanitary District,D,Sani,211,0,0,0,211,1,208,0,0,0,0,0,0,2,0,211,
2020,1400,Crandon Water And Sewer Utility,D,Muni,726,2,4,0,724,0,549,128,8,15,0,0,0,24,0,724,
2020,1435,Village of Crivitz Water Utility,D,Muni,804,10,10,0,804,2,351,120,1,14,0,25,12,229,50,804,
2020,1450,Cross Plains Water Utility,C,Muni,1610,151,173,0,1588,173,1268,74,4,15,0,29,187,11,0,1588,
2020,1470,Cuba City Electric and Water Utility,C,Muni,956,40,0,0,996,0,790,82,11,11,0,16,0,37,49,996,
2020,1480,City of Cudahy Water Utility,AB,Muni,6485,1076,1035,0,6526,1126,4961,349,57,25,0,227,5,902,0,6526,
2020,1490,Cumberland Municipal Utility,C,Muni,1106,61,21,0,1146,28,884,137,6,18,0,23,0,68,8,1146,
2020,1505,Curtiss Municipal Water and Sewer Utility,D,Muni,127,96,122,13,114,112,67,14,4,3,0,0,0,10,0,114,
2020,1520,Dallas Municipal Water Utility,D,Muni,201,0,0,0,201,0,158,18,0,7,0,1,0,17,0,201,
2020,1535,Danbury Sanitary District,D,Sani,90,0,0,0,90,0,70,14,0,6,0,0,0,0,0,90,
2020,1540,Dane Water and Sewer Utility,D,Muni,431,0,0,1,432,0,386,21,3,5,0,6,0,9,0,432,
2020,1545,Darboy Joint Sanitary District No 1,AB,Sani,5262,152,325,53,5142,326,4482,257,0,9,0,43,0,322,29,5142,
2020,1550,Darien Water Works and Sewer System,D,Muni,679,17,11,0,685,10,545,42,17,8,0,9,0,64,0,685,
2020,1560,Darlington Municipal Water And Sewer Utility,C,Muni,1324,1,106,-1,1218,0,983,117,11,35,0,7,0,50,15,1218,
2020,1570,Deerfield Water Utility,C,Muni,1154,24,5,0,1173,0,1025,62,14,18,0,20,0,34,0,1173,
2020,1580,DeForest Municipal Water Utility,C,Muni,3853,74,0,-2,3925,48,3496,228,46,37,0,77,0,41,0,3925,
2020,1590,Delavan Water and Sewage Commission,C,Muni,2968,213,0,0,3181,45,2436,361,24,35,0,81,0,233,0,3181,
2020,1595,Delafield Municipal Water Utility,D,Muni,133,19,14,0,138,18,0,84,0,9,0,16,0,0,29,138,
2020,1600,Denmark Municipal Water Utility,D,Muni,1015,31,12,20,1054,40,873,70,9,17,0,37,0,41,0,1054,
2020,1610,De Pere Water Department,AB,Muni,10704,0,0,-15,10689,131,9558,664,107,73,0,100,0,177,3,10689,
2020,1615,Ledgeview Sanitary District No 2,C,Sani,2561,150,2,2,2711,25,2368,129,0,2,0,87,0,112,5,2711,
2020,1620,Dickeyville Water Utility,D,Muni,479,12,0,-3,488,11,402,55,2,8,0,0,0,21,0,488,
2020,1645,Dodge Sanitary District #1,D,Sani,66,0,0,0,66,0,56,2,0,0,0,4,0,4,0,66,
2020,1650,Dodgeville Water Utility,C,Muni,2178,5,0,7,2190,13,1825,215,9,39,0,35,0,67,0,2190,
2020,1660,Village of Dorchester Water Utility,D,Muni,398,0,0,16,414,0,305,50,22,5,0,0,0,16,0,414,
2020,1670,Dousman Water Utility,D,Muni,793,21,6,0,808,0,688,61,7,12,0,8,0,32,0,808,
2020,1675,Downsville Sanitary District No 1,D,Sani,92,1,0,2,95,0,75,16,0,4,0,0,0,0,0,95,
2020,1680,Dresser Municipal Water Utility,D,Muni,476,3,0,0,479,3,330,33,12,13,0,5,0,4,82,479,
2020,1685,Drummond Sanitary District 1,D,Sani,143,30,37,0,136,0,103,12,2,12,0,0,0,6,0,136,
2020,1690,Durand Municipal Water Utility,D,Muni,942,12,5,0,949,64,778,123,2,30,0,2,0,14,0,949,
2020,1700,Village of Eagle Municipal Water Utility,D,Muni,830,0,9,0,821,3,757,29,4,7,0,5,0,19,0,821,
2020,1710,Eagle River Light And Water Commission,AB,Muni,1133,50,28,0,1155,65,726,352,0,25,0,0,0,52,0,1155,
2020,1720,Eastman Water Utility,D,Muni,171,8,7,-3,169,0,126,23,0,6,0,2,0,12,0,169,
2020,1730,Village of East Troy Municipal Water Utility,C,Muni,1563,21,6,0,1578,39,1279,125,31,30,0,62,0,43,8,1578,
2020,1735,East Troy Sanitary District #3,D,Sani,20,0,0,0,20,0,18,1,1,0,0,0,0,0,0,20,
2020,1740,Eau Claire Municipal Water Utility,AB,Muni,28800,1809,572,118,30155,992,25124,2022,106,141,0,489,0,2273,0,30155,
2020,1750,Edgar Municipal Water Utility,D,Muni,537,24,27,0,534,2,449,61,0,15,0,0,0,9,0,534,
2020,1760,Edgerton Municipal Water Utility,C,Muni,2328,107,73,-70,2292,0,1574,156,17,27,0,471,0,47,0,2292,
2020,1770,Elcho Sanitary District No 1,D,Sani,228,2,1,0,229,0,163,34,5,6,0,2,0,19,0,229,
2020,1780,Eleva Municipal Water Utility,D,Muni,294,20,22,0,292,0,247,31,0,5,0,0,0,9,0,292,
2020,1790,Elkhart Lake Water Department,D,Muni,726,20,7,1,740,10,541,64,9,17,0,60,0,49,0,740,
2020,1800,Elkhorn Light And Water,AB,Muni,4136,126,56,0,4206,58,3546,406,34,60,0,50,0,103,6,4206,
2020,1810,Elk Mound Municipal Water and Sewer Utility,D,Muni,329,0,0,-7,322,8,265,30,0,8,0,0,0,19,0,322,
2020,1820,Ellsworth Municipal Water And Sewer Utility,C,Muni,1506,2,0,6,1514,25,1070,158,8,40,0,38,0,200,0,1514,
2020,1830,Elmwood Municipal Water Utility,D,Muni,399,0,0,0,399,0,300,46,3,15,0,5,0,13,17,399,
2020,1850,Elroy Municipal Electric And Water Utility,C,Muni,664,18,17,0,665,31,525,68,8,16,0,6,0,41,1,665,
2020,1860,Embarrass Water And Sewer Utility,D,Muni,192,6,4,0,194,0,151,12,0,1,0,1,0,28,1,194,
2020,1870,Ettrick Municipal Water And Sewer Utility,D,Muni,257,0,4,0,253,8,182,35,2,10,0,0,0,24,0,253,
2020,1880,City of Evansville Water and Light,C,Muni,2772,11,76,4,2711,76,2204,201,9,19,0,9,0,258,9,2711,
2020,1885,Exeland Municipal Water Utility,D,Muni,211,11,11,0,211,0,88,21,0,0,0,8,0,94,0,211,
2020,1890,Fairchild Municipal Water Utility,D,Muni,264,0,12,0,252,17,175,11,0,9,0,7,0,45,0,252,
2020,1900,Fairwater Municipal Water Utility,D,Muni,172,0,3,0,169,1,144,11,5,2,0,2,0,5,0,169,
2020,1920,Fall Creek Municipal Water Utility,D,Muni,580,0,2,-4,574,7,514,32,1,14,0,5,0,5,0,574,
2020,1930,Fall River Municipal Water Utility,D,Muni,690,6,0,0,696,15,612,46,22,7,0,6,0,3,0,696,
2020,1980,Fennimore Water And Light Plant,C,Muni,1204,18,11,1,1212,19,991,131,5,68,0,10,0,7,0,1212,
2020,1985,Fifield Sanitary District,D,Sani,144,8,0,0,152,0,113,18,1,7,0,0,0,13,0,152,
2020,1990,Fitchburg Water Utility,AB,Muni,6863,139,6,0,6996,1,5745,369,32,32,0,332,486,0,0,6996,
2020,2000,Florence Utility Commission,AB,Muni,411,89,38,0,462,51,280,68,0,10,0,0,0,102,0,462,
2020,2010,Fond Du Lac Water Utility,AB,Muni,16759,1149,1038,-92,16778,2518,14260,1316,65,98,0,299,0,267,438,16778,
2020,2020,Fontana Municipal Water Utility,C,Muni,2316,32,32,0,2316,40,2080,165,0,14,0,40,0,14,0,2316,
2020,2040,Footville Water Utility,D,Muni,355,0,0,0,355,1,310,24,5,6,0,0,0,10,0,355,
2020,2045,Forest Junction Utilities,D,Sani,296,0,2,0,294,14,258,18,0,2,0,4,0,12,0,294,
2020,2060,City of Fort Atkinson Water Utility,AB,Muni,4808,34,2,0,4840,0,4235,441,24,46,0,94,0,0,0,4840,
2020,2070,Fountain City Water Utility,D,Muni,198,0,0,0,198,0,130,35,0,6,0,21,0,6,0,198,
2020,2080,City of Fox Lake Water Utility,D,Muni,738,38,6,150,920,0,650,63,8,15,0,11,0,37,136,920,
2020,2090,Village of Fox Point Water Utility,C,Muni,2673,0,50,2,2625,92,2379,63,0,9,0,18,0,155,1,2625,
2020,2105,Franklin Municipal Water Utility,AB,Muni,8700,372,343,0,8729,258,7604,329,26,35,0,297,167,220,25,8729,
2020,2110,Frederic Water Commission,D,Muni,658,0,0,0,658,0,404,74,16,21,0,11,6,38,74,658,
2020,2130,Fredonia Municipal Water Utility,D,Muni,1137,1,53,-1,1084,52,752,34,25,11,0,21,0,58,182,1084,
2020,2135,Freedom Sanitary District No 1,C,Sani,1116,8,0,0,1124,0,994,85,2,18,0,18,0,3,3,1124,
2020,2140,Village of Friendship Water Utility,D,Muni,445,8,3,0,450,5,256,49,2,19,0,3,0,19,101,450,
2020,2150,Friesland Municipal Water Utility,D,Muni,164,0,1,0,163,1,121,14,0,3,0,1,0,24,0,163,
2020,2157,Fulton Water Utility,D,Muni,228,6,57,9,186,2,174,0,0,0,0,0,0,10,0,186,
2020,2160,City of Galesville Municipal Water and Sewer Utility,D,Muni,713,76,37,0,752,6,632,81,9,22,0,5,0,3,0,752,
2020,2170,Village of Gays Mills Municipal Water Utility,D,Muni,276,0,3,0,273,0,165,26,0,15,0,6,0,61,0,273,
2020,2190,Genoa Municipal Water And Sewer Utility,D,Muni,124,0,0,0,124,9,104,12,0,3,0,4,0,0,0,124,
2020,2200,Village of Genoa City Municipal Water Utility,C,Muni,1164,43,42,-5,1160,7,1028,82,15,14,0,6,0,15,0,1160,
2020,2210,Germantown Water Utility,AB,Muni,6427,5,53,-194,6185,125,4898,462,26,23,0,141,0,452,154,6185,
2020,2220,Gillett Water And Sewer Commission,D,Muni,674,0,0,0,674,4,550,51,19,19,0,7,0,2,26,674,
2020,2230,Gilman Water Utility,D,Muni,195,0,0,0,195,0,142,31,2,11,0,0,0,9,0,195,
2020,2250,Glenbeulah Municipal Water Utility,D,Muni,236,25,0,-1,260,0,205,14,0,5,0,2,0,25,9,260,
2020,2260,Glendale Water Utility,AB,Muni,5057,114,208,0,4963,278,3959,322,33,24,0,127,0,498,0,4963,
2020,2270,Glenwood City Municipal Water Utility,D,Muni,498,0,0,0,498,4,415,52,0,11,0,6,0,14,0,498,
2020,2275,Village of Glen Flora Water Utility,D,Muni,46,0,0,0,46,0,29,11,4,2,0,0,0,0,0,46,
2020,2280,Glidden Sanitary District,D,Sani,266,0,0,0,266,0,221,20,2,9,0,9,0,0,5,266,
2020,2288,Goodman Sanitary District #1,D,Sani,165,10,6,0,169,0,139,7,7,5,0,2,0,9,0,169,
2020,2300,Grafton Water and Wastewater Utility,AB,Muni,5106,937,672,0,5371,11,4618,247,68,25,0,72,0,224,86,5371,
2020,2310,Town of Grand Chute Sanitary District 1,AB,Sani,9109,0,11,1,9099,30,7381,1306,17,27,0,175,0,183,0,9099,
2020,2320,Granton Municipal Water Utility,D,Muni,193,9,9,0,193,0,165,15,0,12,0,1,0,0,0,193,
2020,2330,Village of Grantsburg Municipal Water Utility,D,Muni,640,31,29,0,642,68,493,83,11,30,0,15,0,10,0,642,
2020,2340,Gratiot Municipal Water Utility,D,Muni,124,3,3,2,126,12,93,18,0,9,0,0,0,6,0,126,
2020,2350,Green Bay Water Utility,AB,Muni,37099,1664,1363,1,37401,1806,32159,2256,160,131,0,1168,0,1200,318,37401,
2020,2360,Village of Greendale Water Utility,AB,Muni,4887,158,158,-13,4874,36,4290,287,36,20,0,191,0,50,0,4874,
2020,2370,City of Green Lake Water Utility,D,Muni,871,33,63,0,841,0,632,106,3,23,0,13,0,15,49,841,
2020,2375,Greenville Sanitary District,C,Sani,3851,82,32,8,3909,50,3522,166,131,38,0,0,0,50,0,3909,
2020,2380,City of Greenwood Water Utility,D,Muni,522,5,3,0,524,22,423,48,4,16,0,9,0,11,0,524,
2020,2410,Gresham Municipal Water And Sewer Utility,D,Muni,297,0,0,-4,293,0,216,28,1,2,0,4,0,34,1,293,
2020,2428,Village of Lake Hallie Public Works,C,Muni,1911,72,7,-4,1972,14,1793,169,1,5,0,0,0,4,0,1972,
2020,2430,Hammond Municipal Water Utility,D,Muni,854,90,163,4,785,90,679,41,10,17,0,8,0,30,0,785,
2020,2450,Hancock Municipal Water Utility,D,Muni,177,0,0,2,179,0,150,20,0,7,0,0,0,2,0,179,
2020,2460,Harmony Grove Sanitary District #1,D,Sani,782,31,27,0,786,1,748,8,0,0,0,0,0,30,0,786,
2020,2470,City of Hartford Utilities,AB,Muni,6141,318,87,-1,6371,80,5477,275,97,68,0,146,0,308,0,6371,
2020,2480,Hartland Municipal Water Utility,C,Muni,3345,210,410,1,3146,361,2675,244,74,26,0,94,0,33,0,3146,
2020,2483,Village of Hatley Water Utility,D,Muni,255,9,10,0,254,1,211,9,0,7,0,0,0,26,0,254,
2020,2485,Village of Haugen Water Utility,D,Muni,151,0,0,0,151,22,122,13,0,4,0,0,0,12,0,151,
2020,2490,Hawkins Municipal Water And Sewer Utility,D,Muni,225,0,4,0,221,0,162,18,5,7,0,1,0,28,0,221,
2020,2500,City of Hayward Waterworks And Sewer,C,Muni,1349,120,125,0,1344,23,886,345,4,36,0,22,0,48,0,1344,
2020,2510,Hazel Green Municipal Utility,C,Muni,549,17,15,0,551,14,482,54,2,13,0,0,0,0,0,551,
2020,2530,Highland Municipal Water Utility,D,Muni,432,0,5,0,427,6,343,45,0,11,0,4,0,24,0,427,
2020,2540,Hilbert Municipal Water Utility,D,Muni,501,1,9,5,498,49,340,69,5,3,0,8,0,66,0,498,
2020,2550,Hillsboro Municipal Water Utility,D,Muni,684,150,83,0,751,154,541,70,5,15,0,8,0,104,0,751,
2020,2570,Hixton Municipal Water Utility,D,Muni,245,0,1,0,244,0,163,39,0,8,0,0,0,34,0,244,
2020,2573,Village of Hobart Water Utility,C,Muni,1955,159,9,-5,2100,24,1711,112,0,5,0,56,0,210,0,2100,
2020,2575,Town of Holland Sanitary District #1,D,Sani,236,0,0,0,236,0,211,4,1,0,0,0,0,19,0,236,
2020,2580,Hollandale Water Utility,D,Muni,151,0,2,-9,140,0,110,16,0,5,0,0,0,9,0,140,
2020,2590,Holmen Municipal Water Utility,C,Muni,3762,205,34,-1,3932,239,3137,185,23,29,0,311,79,168,0,3932,
2020,2600,City of Horicon Water Utility,C,Muni,1732,5,2,0,1735,0,1446,114,30,25,0,22,0,75,23,1735,
2020,2610,Village of Hortonville Water and Sewer,C,Muni,1244,2,7,0,1239,0,1045,92,35,31,0,13,0,23,0,1239,
2020,2620,Village of Howard Water and Sewer Department,AB,Muni,6650,89,0,0,6739,319,5866,573,4,42,0,149,0,105,0,6739,
2020,2630,Hudson Public Utilities,AB,Muni,9193,1760,1601,21,9373,337,6797,543,26,38,0,71,1794,88,0,9373,
2020,2640,City of Hurley Water Utility,D,Muni,863,0,13,0,850,6,639,111,12,14,0,24,0,45,4,850,
2020,2650,Hustisford Utilities,AB,Muni,523,0,0,0,523,7,416,49,9,7,0,11,0,25,6,523,
2020,2655,Hustler Municipal Water Utility,D,Muni,129,0,26,0,103,0,76,10,0,3,0,1,0,13,0,103,
2020,2660,Independence Municipal Water Utility,D,Muni,631,0,1,1,631,9,526,68,2,15,0,12,0,8,0,631,
2020,2670,Iola Municipal Water Utility,D,Muni,515,0,0,0,515,1,383,61,0,16,0,48,0,7,0,515,
2020,2680,Town of Knight Municipal Water Utility,D,Muni,119,10,10,0,119,0,105,3,0,2,0,1,0,8,0,119,
2020,2690,Iron Ridge Municipal Water Utility,D,Muni,339,16,20,6,341,1,287,18,8,8,0,4,6,10,0,341,
2020,2700,Iron River Sanitary District No 1,D,Sani,721,0,374,0,347,0,261,70,1,8,0,7,0,0,0,347,
2020,2703,Ironton Water Utility,D,Muni,92,0,0,0,92,11,89,3,0,0,0,0,0,0,0,92,
2020,2720,Village of Jackson Water Utility,C,Muni,3462,277,287,0,3452,61,3188,91,41,15,0,52,0,24,41,3452,
2020,2740,Janesville Water Utility,AB,Muni,24680,2215,1094,-628,25173,940,22255,1688,68,151,0,311,0,700,0,25173,
2020,2750,Jefferson Water And Electric Department,AB,Muni,3317,259,198,1,3379,200,2673,275,1,59,0,59,0,302,2,3379,
2020,2770,Johnson Creek Water Utility,C,Muni,1305,32,29,3,1311,23,1116,103,16,21,0,29,0,26,0,1311,
2020,2780,Junction City Water Utility,D,Muni,198,0,0,0,198,0,150,23,0,9,0,5,0,5,0,198,
2020,2790,Juneau Utility Commission,C,Muni,939,91,0,0,1030,13,756,73,10,23,0,16,0,123,24,1030,
2020,2800,Kaukauna Utilities,AB,Muni,8961,150,773,0,8338,844,6199,403,26,37,0,134,0,1515,0,8338,
2020,2805,Kellnersville Water Utility,D,Muni,199,0,25,0,174,26,119,12,0,2,0,2,0,38,0,174,
2020,2810,Kendall Municipal Water Utility,D,Muni,218,11,11,0,218,0,183,27,0,5,0,0,0,3,0,218,
2020,2820,Kenosha Water Utility,AB,Muni,31702,483,859,495,31821,1222,27663,2176,84,199,0,1109,0,576,0,31821,
2020,2830,Kewaskum Municipal Water Utility,C,Muni,1681,59,32,0,1708,0,1541,115,11,28,0,13,0,0,0,1708,
2020,2840,Kewaunee Municipal Water Utility,C,Muni,1333,0,0,-10,1323,16,1072,144,4,29,0,21,0,49,0,1323,
2020,2850,City of Kiel Utilities,C,Muni,1887,80,79,-20,1868,1,1651,155,19,17,0,10,0,16,0,1868,
2020,2860,Kieler Sanitary District #1,D,Sani,300,0,0,1,301,0,261,21,1,3,0,0,0,15,0,301,
2020,2870,Kimberly Municipal Water Utility,C,Muni,2776,45,0,0,2821,668,2527,162,10,20,0,46,0,51,0,2821,
2020,2880,Knapp Municipal Water And Sewer Utility,D,Muni,237,16,6,0,247,0,212,10,5,9,0,1,0,10,0,247,
2020,2890,Kohler Municipal Water Utility,D,Muni,968,3,0,0,971,6,872,58,4,14,0,1,0,21,0,971,
2020,2901,Kronenwetter Water Utility,C,Muni,2560,40,179,0,2421,154,2241,66,7,5,0,69,0,33,0,2421,
2020,2920,La Crosse Water Utility,AB,Muni,16456,811,480,-281,16506,260,13552,1471,117,203,0,773,208,171,0,16506,
2020,2940,Ladysmith Municipal Water Utility,C,Muni,1756,1,0,0,1757,64,1230,225,35,81,0,18,0,168,0,1757,
2020,2960,La Farge Municipal Water And Sewer Utility,D,Muni,376,8,7,-6,371,5,309,40,0,7,0,2,0,10,0,371,
2020,2973,Lake Como Sanitary District #1,C,Sani,1301,57,43,-10,1305,47,1286,13,0,3,0,2,0,0,0,1305,
2020,2975,Village of Lake Delton Water Utility,C,Muni,1482,0,4,14,1492,96,972,415,1,29,0,66,0,9,0,1492,
2020,2980,Lake Geneva Utility Commission,AB,Muni,4600,163,54,0,4709,21,4039,449,37,32,0,152,0,0,0,4709,
2020,2985,Lakeland Sanitary District #1,C,Sani,1271,101,99,1,1274,100,592,381,0,58,0,43,0,50,149,1274,
2020,3000,Lake Mills Light And Water Department,AB,Muni,3209,227,136,0,3300,239,2252,186,36,22,0,47,610,146,0,3300,
2020,3030,Lancaster Municipal Water Utility,C,Muni,2314,1,55,0,2260,0,1759,182,18,45,0,26,0,230,0,2260,
2020,3040,Land O Lakes Sanitary District No 1,D,Sani,206,12,12,0,206,0,106,69,0,14,0,2,0,15,0,206,
2020,3045,Lannon Municipal Water Utility,D,Muni,150,38,0,13,201,0,190,8,0,3,0,0,0,0,0,201,
2020,3060,Laona Sanitary District No 1,D,Sani,454,0,5,-11,438,0,356,46,10,13,0,0,0,13,0,438,
2020,3080,La Valle Municipal Water Utility,D,Muni,232,0,6,0,226,9,171,21,0,12,0,0,0,22,0,226,
2020,3095,Town of Lawrence Water Utility,C,Muni,1404,73,37,0,1440,29,1285,63,12,6,0,62,0,12,0,1440,
2020,3120,Lena Municipal Water and Sewer Utility,D,Muni,275,2,0,4,281,0,195,34,5,10,0,13,0,24,0,281,
2020,3125,Leroy Sanitary District No 1,D,Sani,129,0,0,0,129,0,113,8,0,0,0,3,0,5,0,129,
2020,3129,Liberty Grove Sanitary District No 1,D,Sani,178,7,5,0,180,0,160,19,0,0,0,1,0,0,0,180,
2020,3130,Linden Municipal Water Utility,D,Muni,231,9,5,0,235,3,201,11,1,11,0,0,0,9,0,235,
2020,3135,Linden Tn Of Sanitary Dist #1,D,Sani,77,0,1,0,76,20,61,0,0,0,0,0,0,15,0,76,
2020,3136,Lincoln Sanitary District #1,D,Sani,93,4,14,0,83,6,82,0,0,0,0,0,0,1,0,83,
2020,3140,Little Chute Municipal Water Department,AB,Muni,4665,276,0,-14,4927,1,4080,365,32,21,0,53,0,360,15,4927,
2020,3150,Livingston Municipal Water Utility,D,Muni,375,6,1,-23,357,0,323,24,0,6,0,2,0,2,0,357,
2020,3160,Lodi Municipal Light And Water Utility,AB,Muni,1417,0,21,0,1396,29,1173,127,5,24,0,16,0,49,0,1396,
2020,3170,Loganville Municipal Water and Sewer Utility,D,Muni,151,16,11,-8,148,0,122,13,0,7,0,2,0,4,0,148,
2020,3180,Lomira Municipal Water Utility,D,Muni,1059,52,51,-12,1048,7,851,66,12,11,0,14,14,80,0,1048,
2020,3190,Lone Rock Utilities,D,Muni,385,0,0,34,419,25,352,33,0,14,0,3,0,0,17,419,
2020,3200,Lowell Municipal Water And Sewer Utility,D,Muni,131,12,13,0,130,13,110,12,2,3,0,2,0,1,0,130,
2020,3210,Loyal Municipal Water Utility,D,Muni,582,50,53,0,579,0,479,73,4,8,0,5,0,10,0,579,
2020,3220,Luck Municipal Water Utility,D,Muni,486,0,0,1,487,0,385,66,10,10,0,13,0,3,0,487,
2020,3240,Luxemburg Municipal Water Utility,D,Muni,1040,0,24,12,1028,0,844,106,12,19,0,26,0,21,0,1028,
2020,3250,Lyndon Station Municipal Water Utility,D,Muni,260,10,12,5,263,29,195,22,6,6,0,2,0,29,0,263,
2020,3280,Madison Water Utility,AB,Muni,69530,1098,448,5,70185,613,57714,5024,53,481,0,4421,2028,454,0,70185,
2020,3295,Village of Maiden Rock Municipal Water Utility,D,Muni,114,0,0,0,114,0,65,13,0,0,0,0,0,36,0,114,
2020,3298,Maine Water Utility,D,Muni,90,0,0,0,90,0,60,14,0,4,0,6,0,5,0,90,
2020,3300,Manawa Municipal Water Utility,D,Muni,601,40,33,0,608,0,452,61,19,14,0,13,0,43,0,608,
2020,3320,Manitowoc Public Utilities,AB,Muni,14850,6,450,17,14423,327,12478,898,137,62,0,259,0,479,101,14423,
2020,3340,Village of Maple Bluff Municipal Water Utility,D,Muni,659,7,51,0,615,0,536,6,0,6,0,0,0,45,22,615,
2020,3345,Maplewood Sanitary District No 1,D,Sani,51,0,1,3,53,1,44,6,0,0,0,0,0,3,0,53,
2020,3350,Village of Water Marathon and Sewer Utility,D,Muni,664,2,3,0,663,46,481,77,24,13,0,28,7,30,0,663,
2020,3360,Maribel Municipal Water and Sewer Utility,D,Muni,144,0,0,0,144,2,121,15,0,2,0,2,0,4,0,144,
2020,3370,Marinette Municipal Water Utility,AB,Muni,4636,83,38,-51,4630,161,3899,539,94,73,0,25,0,0,0,4630,
2020,3380,Marion Municipal Water And Sewer Utility,D,Muni,676,3,1,0,678,0,463,58,12,19,0,15,0,51,57,678,
2020,3390,Markesan Municipal Water Plant,D,Muni,659,10,10,0,659,70,523,75,10,11,0,19,0,21,0,659,
2020,3410,Marshall Water And Sewer Utility,C,Muni,1192,123,107,1,1209,120,1064,68,8,16,0,22,0,11,18,1209,
2020,3420,Marshfield Utilities,AB,Muni,8882,7,16,29,8902,196,7537,834,44,51,0,77,0,355,0,8902,
2020,3430,Mary Hill Park Sanitary District,D,Sani,30,4,4,2,32,4,30,0,0,0,0,0,0,2,0,32,
2020,3440,Mattoon Municipal Water Utility,D,Muni,194,0,0,0,194,0,135,17,2,5,0,0,0,35,0,194,
2020,3450,City of Mauston Municipal Water Utility,C,Muni,1556,156,133,0,1579,24,1227,176,18,42,0,61,0,55,0,1579,
2020,3460,Mayville Municipal Water Utility,C,Muni,2185,36,29,24,2216,4,1821,158,38,31,0,43,0,125,0,2216,
