Year,Utility ID,Name,Class,Owner,Size of Meter,First of Year,Added During Year,Retired During Year,Adjustments Increase or (Decrease),End of Year,Tested During Year,Residential,Commercial,Industrial,Public Authority,Wholesale Interdepartment or Utility Use,Multifamily Residential,Irrigation,Wholesale,Inter-D or Utility Use,In Stock and Deduct Meters,Total,
2020,2140,Village of Friendship Water Utility,D,Muni,4.000,6,,,,6,2,,5,1,,,,,,,,6,
2020,2150,Friesland Municipal Water Utility,D,Muni,0.625,159,,1,,158,1,118,14,,2,,,,,,24,158,
2020,2150,Friesland Municipal Water Utility,D,Muni,1.000,3,,,,3,0,3,,,,,,,,,,3,
2020,2150,Friesland Municipal Water Utility,D,Muni,1.500,1,,,,1,0,,,,1,,,,,,,1,
2020,2150,Friesland Municipal Water Utility,D,Muni,2.000,1,,,,1,0,,,,,,1,,,,,1,
2020,2157,Fulton Water Utility,D,Muni,0.625,224,6,57,8,181,0,172,,,,,,,,,9,181,
2020,2157,Fulton Water Utility,D,Muni,1.000,3,,,,3,0,2,,,,,,,,,1,3,
2020,2157,Fulton Water Utility,D,Muni,3.000,1,,,1,2,2,,,,,2,,,,,,2,
2020,2160,City of Galesville Municipal Water and Sewer Utility,D,Muni,0.625,657,74,31,,700,0,632,60,2,6,,,,,,,700,
2020,2160,City of Galesville Municipal Water and Sewer Utility,D,Muni,1.000,21,1,3,,19,0,,10,2,4,,,,,,3,19,
2020,2160,City of Galesville Municipal Water and Sewer Utility,D,Muni,1.250,3,,,,3,0,,2,1,,,,,,,,3,
2020,2160,City of Galesville Municipal Water and Sewer Utility,D,Muni,1.500,16,,2,,14,0,,6,1,3,,4,,,,,14,
2020,2160,City of Galesville Municipal Water and Sewer Utility,D,Muni,2.000,10,,,,10,1,,3,3,3,,1,,,,,10,
2020,2160,City of Galesville Municipal Water and Sewer Utility,D,Muni,3.000,5,1,1,,5,4,,,,5,,,,,,,5,
2020,2160,City of Galesville Municipal Water and Sewer Utility,D,Muni,4.000,1,,,,1,1,,,,1,,,,,,,1,
2020,2170,Village of Gays Mills Municipal Water Utility,D,Muni,0.625,248,,2,,246,0,165,19,,8,,,,,,54,246,
2020,2170,Village of Gays Mills Municipal Water Utility,D,Muni,1.000,14,,,,14,0,,7,,4,,,,,,3,14,
2020,2170,Village of Gays Mills Municipal Water Utility,D,Muni,1.500,7,,,,7,0,,,,,,5,,,,2,7,
2020,2170,Village of Gays Mills Municipal Water Utility,D,Muni,2.000,7,,1,,6,0,,,,3,,1,,,,2,6,
2020,2190,Genoa Municipal Water And Sewer Utility,D,Muni,0.625,119,,,,119,8,104,10,,1,,4,,,,,119,
2020,2190,Genoa Municipal Water And Sewer Utility,D,Muni,1.500,1,,,,1,0,,,,1,,,,,,,1,
2020,2190,Genoa Municipal Water And Sewer Utility,D,Muni,2.000,3,,,,3,1,,2,,1,,,,,,,3,
2020,2190,Genoa Municipal Water And Sewer Utility,D,Muni,3.000,1,,,,1,0,,,,,1,,,,,,1,
2020,2200,Village of Genoa City Municipal Water Utility,C,Muni,0.625,414,34,30,-4,414,4,364,40,5,4,,,,,,1,414,
2020,2200,Village of Genoa City Municipal Water Utility,C,Muni,0.750,702,9,11,,700,2,661,22,4,5,,,,,,8,700,
2020,2200,Village of Genoa City Municipal Water Utility,C,Muni,1.000,31,,1,-1,29,0,3,13,2,2,,6,,,,3,29,
2020,2200,Village of Genoa City Municipal Water Utility,C,Muni,1.500,12,,,,12,1,,6,3,1,,,,,,2,12,
2020,2200,Village of Genoa City Municipal Water Utility,C,Muni,2.000,4,,,,4,0,,1,1,1,,,,,,1,4,
2020,2200,Village of Genoa City Municipal Water Utility,C,Muni,3.000,1,,,,1,0,,,,1,,,,,,,1,
2020,2210,Germantown Water Utility,AB,Muni,0.625,5822,,53,-160,5609,92,4895,251,3,5,9,2,,,,328,5609,
2020,2210,Germantown Water Utility,AB,Muni,1.000,190,5,,-13,182,2,2,103,5,6,5,36,,,,,182,
2020,2210,Germantown Water Utility,AB,Muni,1.500,250,,,-5,245,16,1,64,7,6,1,87,,,,71,245,
2020,2210,Germantown Water Utility,AB,Muni,2.000,102,,,-16,86,4,,32,5,3,,12,,,,29,86,
2020,2210,Germantown Water Utility,AB,Muni,3.000,48,,,-2,46,1,,11,4,2,5,4,,,,20,46,
2020,2210,Germantown Water Utility,AB,Muni,4.000,4,,,,4,0,,1,1,,,,,,,2,4,
2020,2210,Germantown Water Utility,AB,Muni,6.000,5,,,2,7,5,,,1,1,3,,,,,2,7,
2020,2210,Germantown Water Utility,AB,Muni,8.000,6,,,,6,5,,,,,6,,,,,,6,
2020,2220,Gillett Water And Sewer Commission,D,Muni,0.625,615,,,,615,0,550,30,3,1,,7,,,,2,615,
2020,2220,Gillett Water And Sewer Commission,D,Muni,0.750,5,,,,5,0,,2,,1,,,,,,,5,
2020,2220,Gillett Water And Sewer Commission,D,Muni,1.000,25,,,,25,0,,9,6,8,,,,,,,25,
2020,2220,Gillett Water And Sewer Commission,D,Muni,1.500,14,,,,14,3,,7,3,4,,,,,,,14,
2020,2220,Gillett Water And Sewer Commission,D,Muni,2.000,6,,,,6,1,,3,2,1,,,,,,,6,
2020,2220,Gillett Water And Sewer Commission,D,Muni,3.000,8,,,,8,0,,,4,4,,,,,,,8,
2020,2220,Gillett Water And Sewer Commission,D,Muni,10.000,1,,,,1,0,,,1,,,,,,,,1,
2020,2230,Gilman Water Utility,D,Muni,0.625,176,,,-2,174,0,142,24,,2,,,,,,6,174,
2020,2230,Gilman Water Utility,D,Muni,0.750,2,,,,2,0,,1,,1,,,,,,,2,
2020,2230,Gilman Water Utility,D,Muni,1.000,4,,,,4,0,,2,,1,,,,,,1,4,
2020,2230,Gilman Water Utility,D,Muni,1.500,3,,,1,4,0,,1,,2,,,,,,1,4,
2020,2230,Gilman Water Utility,D,Muni,2.000,3,,,,3,0,,1,2,,,,,,,,3,
2020,2230,Gilman Water Utility,D,Muni,3.000,7,,,1,8,0,,2,,5,,,,,,1,8,
2020,2250,Glenbeulah Municipal Water Utility,D,Muni,0.625,233,25,,-1,257,0,205,13,,3,,2,,,,25,257,
2020,2250,Glenbeulah Municipal Water Utility,D,Muni,1.000,2,,,,2,0,,,,2,,,,,,,2,
2020,2250,Glenbeulah Municipal Water Utility,D,Muni,2.000,1,,,,1,0,,1,,,,,,,,,1,
2020,2260,Glendale Water Utility,AB,Muni,0.625,4265,,80,,4185,87,3764,119,7,2,,35,,,,258,4185,
2020,2260,Glendale Water Utility,AB,Muni,0.750,200,82,71,,211,71,166,22,,1,,7,,,,15,211,
2020,2260,Glendale Water Utility,AB,Muni,1.000,206,7,11,,202,17,28,72,6,2,,11,,,,83,202,
2020,2260,Glendale Water Utility,AB,Muni,1.500,160,,5,,155,10,1,47,3,8,,51,,,,45,155,
2020,2260,Glendale Water Utility,AB,Muni,2.000,122,8,18,,112,35,,31,9,2,,11,,,,59,112,
2020,2260,Glendale Water Utility,AB,Muni,3.000,75,12,17,,70,41,,24,4,8,,10,,,,24,70,
2020,2260,Glendale Water Utility,AB,Muni,4.000,24,5,6,,23,14,,6,3,,,2,,,,12,23,
2020,2260,Glendale Water Utility,AB,Muni,6.000,5,,,,5,3,,1,1,1,,,,,,2,5,
2020,2270,Glenwood City Municipal Water Utility,D,Muni,0.625,473,,,,473,0,414,40,,4,,1,,,,14,473,
2020,2270,Glenwood City Municipal Water Utility,D,Muni,1.000,10,,,,10,0,1,4,,3,,2,,,,,10,
2020,2270,Glenwood City Municipal Water Utility,D,Muni,1.500,6,,,,6,0,,4,,1,,1,,,,,6,
2020,2270,Glenwood City Municipal Water Utility,D,Muni,2.000,4,,,,4,1,,2,,1,,1,,,,,4,
2020,2270,Glenwood City Municipal Water Utility,D,Muni,3.000,3,,,,3,1,,2,,1,,,,,,,3,
2020,2270,Glenwood City Municipal Water Utility,D,Muni,4.000,1,,,,1,1,,,,1,,,,,,,1,
2020,2270,Glenwood City Municipal Water Utility,D,Muni,6.000,1,,,,1,1,,,,,,1,,,,,1,
2020,2275,Village of Glen Flora Water Utility,D,Muni,0.625,43,,,,43,0,29,9,3,2,,,,,,,43,
2020,2275,Village of Glen Flora Water Utility,D,Muni,1.000,2,,,,2,0,,2,,,,,,,,,2,
2020,2275,Village of Glen Flora Water Utility,D,Muni,1.500,1,,,,1,0,,,1,,,,,,,,1,
2020,2280,Glidden Sanitary District,D,Sani,0.625,252,,,,252,0,219,16,,3,,9,,,,,252,
2020,2280,Glidden Sanitary District,D,Sani,1.000,6,,,,6,0,2,1,2,1,,,,,,,6,
2020,2280,Glidden Sanitary District,D,Sani,1.250,2,,,,2,0,,2,,,,,,,,,2,
2020,2280,Glidden Sanitary District,D,Sani,1.500,1,,,,1,0,,,,1,,,,,,,1,
2020,2280,Glidden Sanitary District,D,Sani,2.000,3,,,,3,0,,1,,2,,,,,,,3,
2020,2280,Glidden Sanitary District,D,Sani,3.000,2,,,,2,0,,,,2,,,,,,,2,
2020,2288,Goodman Sanitary District #1,D,Sani,0.625,153,10,6,,157,0,139,6,4,2,,,,,,6,157,
2020,2288,Goodman Sanitary District #1,D,Sani,1.000,1,,,,1,0,,1,,,,,,,,,1,
2020,2288,Goodman Sanitary District #1,D,Sani,1.500,7,,,,7,0,,,1,2,,2,,,,2,7,
2020,2288,Goodman Sanitary District #1,D,Sani,2.000,3,,,,3,0,,,2,,,,,,,1,3,
2020,2288,Goodman Sanitary District #1,D,Sani,3.000,1,,,,1,0,,,,1,,,,,,,1,
2020,2300,Grafton Water and Wastewater Utility,AB,Muni,0.625,4805,883,638,,5050,0,4607,137,18,2,14,3,,,,198,5050,
2020,2300,Grafton Water and Wastewater Utility,AB,Muni,1.000,121,50,33,,138,0,10,51,21,9,8,21,,,,15,138,
2020,2300,Grafton Water and Wastewater Utility,AB,Muni,1.500,82,2,0,,84,0,,32,13,3,2,23,,,,3,84,
2020,2300,Grafton Water and Wastewater Utility,AB,Muni,2.000,75,1,1,,75,0,1,21,12,5,3,23,,,,6,75,
2020,2300,Grafton Water and Wastewater Utility,AB,Muni,3.000,11,,,,11,5,,3,1,3,3,1,,,,,11,
2020,2300,Grafton Water and Wastewater Utility,AB,Muni,4.000,11,1,,,12,6,,3,2,3,1,1,,,,2,12,
2020,2300,Grafton Water and Wastewater Utility,AB,Muni,6.000,1,,,,1,0,,,1,,,,,,,,1,
2020,2310,Town of Grand Chute Sanitary District 1,AB,Sani,0.625,8267,,7,-39,8221,9,7363,786,2,3,,11,,,4,52,8221,
2020,2310,Town of Grand Chute Sanitary District 1,AB,Sani,0.750,158,,0,39,197,0,10,85,1,,,2,,,,99,197,
2020,2310,Town of Grand Chute Sanitary District 1,AB,Sani,1.000,320,,2,-2,316,2,8,220,5,6,,60,,,2,15,316,
2020,2310,Town of Grand Chute Sanitary District 1,AB,Sani,1.500,211,,2,2,211,10,,118,5,6,,75,,,,7,211,
2020,2310,Town of Grand Chute Sanitary District 1,AB,Sani,2.000,120,,0,,120,0,,82,,5,,24,,,,9,120,
2020,2310,Town of Grand Chute Sanitary District 1,AB,Sani,3.000,25,,0,1,26,1,,10,3,5,,3,,,4,1,26,
2020,2310,Town of Grand Chute Sanitary District 1,AB,Sani,4.000,7,,0,,7,7,,5,,2,,,,,,,7,
2020,2310,Town of Grand Chute Sanitary District 1,AB,Sani,6.000,1,,0,,1,1,,,1,,,,,,,,1,
2020,2320,Granton Municipal Water Utility,D,Muni,0.625,148,,9,,139,0,127,9,,3,,,,,,,139,
2020,2320,Granton Municipal Water Utility,D,Muni,0.750,37,9,,,46,0,38,4,,3,,1,,,,,46,
2020,2320,Granton Municipal Water Utility,D,Muni,1.000,4,,,,4,0,,2,,2,,,,,,,4,
2020,2320,Granton Municipal Water Utility,D,Muni,1.500,1,,,,1,0,,,,1,,,,,,,1,
2020,2320,Granton Municipal Water Utility,D,Muni,2.000,3,,,,3,0,,,,3,,,,,,,3,
2020,2330,Village of Grantsburg Municipal Water Utility,D,Muni,0.625,574,28,26,,576,54,493,54,5,10,,9,,,,5,576,
2020,2330,Village of Grantsburg Municipal Water Utility,D,Muni,1.000,24,1,1,,24,2,,14,3,5,,2,,,,,24,
2020,2330,Village of Grantsburg Municipal Water Utility,D,Muni,1.500,13,1,,,14,3,,10,,3,,1,,,,,14,
2020,2330,Village of Grantsburg Municipal Water Utility,D,Muni,2.000,17,1,2,,16,5,,4,2,5,,3,,,,2,16,
2020,2330,Village of Grantsburg Municipal Water Utility,D,Muni,3.000,9,,,,9,4,,1,1,4,,,,,,3,9,
2020,2330,Village of Grantsburg Municipal Water Utility,D,Muni,4.000,3,,,,3,0,,,,3,,,,,,,3,
2020,2340,Gratiot Municipal Water Utility,D,Muni,0.625,120,3,3,1,121,10,93,17,,5,,,,,,6,121,
2020,2340,Gratiot Municipal Water Utility,D,Muni,2.000,4,,,1,5,2,,1,,4,,,,,,,5,
2020,2350,Green Bay Water Utility,AB,Muni,0.625,17191,432,546,,17077,591,16119,371,13,6,,209,,,,326,17077,
2020,2350,Green Bay Water Utility,AB,Muni,0.750,17265,1170,776,,17659,772,15881,912,29,6,,107,,,,512,17659,
2020,2350,Green Bay Water Utility,AB,Muni,1.000,954,52,32,,974,40,156,435,29,14,,253,,,,54,974,
2020,2350,Green Bay Water Utility,AB,Muni,1.500,815,,2,2,815,183,3,249,19,21,,400,,,,104,815,
2020,2350,Green Bay Water Utility,AB,Muni,2.000,641,,5,,636,125,,225,40,47,,183,,,,129,636,
2020,2350,Green Bay Water Utility,AB,Muni,3.000,124,6,,,130,57,,42,8,24,,14,,,,35,130,
2020,2350,Green Bay Water Utility,AB,Muni,4.000,61,4,,,65,19,,19,8,11,,2,,,,24,65,
2020,2350,Green Bay Water Utility,AB,Muni,6.000,31,,1,-1,29,14,,2,9,1,,,,4,,12,29,
2020,2350,Green Bay Water Utility,AB,Muni,8.000,14,,1,,13,5,,1,5,1,,,,2,,4,13,
2020,2350,Green Bay Water Utility,AB,Muni,10.000,1,,,,1,0,,,,,,,,1,,,1,
2020,2350,Green Bay Water Utility,AB,Muni,18.000,2,,,,2,0,,,,,,,,2,,,2,
2020,2360,Village of Greendale Water Utility,AB,Muni,0.625,4446,124,124,-26,4420,0,4146,218,11,1,,,,,,44,4420,
2020,2360,Village of Greendale Water Utility,AB,Muni,1.000,316,33,33,15,331,0,140,29,19,2,,135,,,,6,331,
2020,2360,Village of Greendale Water Utility,AB,Muni,1.500,80,,,-1,79,34,4,17,4,10,,44,,,,,79,
2020,2360,Village of Greendale Water Utility,AB,Muni,2.000,28,1,1,-2,26,0,,16,2,1,,7,,,,,26,
2020,2360,Village of Greendale Water Utility,AB,Muni,3.000,12,,,1,13,0,,4,,4,,5,,,,,13,
2020,2360,Village of Greendale Water Utility,AB,Muni,4.000,3,,,,3,0,,3,,,,,,,,,3,
2020,2360,Village of Greendale Water Utility,AB,Muni,6.000,2,,,,2,2,,,,2,,,,,,,2,
2020,2370,City of Green Lake Water Utility,D,Muni,0.625,755,25,57,,723,0,593,65,,4,,3,,,,11,723,
2020,2370,City of Green Lake Water Utility,D,Muni,1.000,66,8,2,,72,0,38,14,3,8,,3,,,,4,72,
2020,2370,City of Green Lake Water Utility,D,Muni,1.500,23,,4,,19,0,1,12,,3,,3,,,,,19,
2020,2370,City of Green Lake Water Utility,D,Muni,2.000,24,,,,24,0,,12,,8,,4,,,,,24,
2020,2370,City of Green Lake Water Utility,D,Muni,3.000,2,,,,2,0,,2,,,,,,,,,2,
2020,2370,City of Green Lake Water Utility,D,Muni,4.000,1,,,,1,0,,1,,,,,,,,,1,
2020,2375,Greenville Sanitary District,C,Sani,0.625,8,,8,,0,0,,,,,,,,,,,0,
2020,2375,Greenville Sanitary District,C,Sani,0.750,3700,72,18,,3754,18,3517,114,74,13,,,,,,36,3754,
2020,2375,Greenville Sanitary District,C,Sani,1.000,60,1,,7,68,0,2,27,30,6,,,,,,3,68,
2020,2375,Greenville Sanitary District,C,Sani,1.500,44,2,5,,41,20,3,10,17,7,,,,,,4,41,
2020,2375,Greenville Sanitary District,C,Sani,2.000,30,2,1,,31,10,,11,8,9,,,,,,3,31,
2020,2375,Greenville Sanitary District,C,Sani,3.000,6,3,,,9,0,,3,1,1,2,,,,,2,9,
2020,2375,Greenville Sanitary District,C,Sani,4.000,2,2,,,4,0,,1,1,,,,,,,2,4,
2020,2375,Greenville Sanitary District,C,Sani,8.000,0,,,1,1,1,,,,1,,,,,,,1,
2020,2375,Greenville Sanitary District,C,Sani,10.000,1,,,,1,1,,,,1,,,,,,,1,
2020,2380,City of Greenwood Water Utility,D,Muni,0.625,471,,,,471,17,423,27,1,5,,,,,11,4,471,
2020,2380,City of Greenwood Water Utility,D,Muni,1.000,16,,,,16,0,,9,,2,,,,,2,3,16,
2020,2380,City of Greenwood Water Utility,D,Muni,1.500,18,,,,18,4,,7,1,2,,4,,,,4,18,
2020,2380,City of Greenwood Water Utility,D,Muni,2.000,13,5,3,,15,1,,5,1,4,,5,,,,,15,
2020,2380,City of Greenwood Water Utility,D,Muni,3.000,1,,,,1,0,,,1,,,,,,,,1,
2020,2380,City of Greenwood Water Utility,D,Muni,4.000,3,,,,3,0,,,,3,,,,,,,3,
2020,2410,Gresham Municipal Water And Sewer Utility,D,Muni,0.625,277,,,-4,273,0,214,22,1,1,,1,,,7,26,273,
2020,2410,Gresham Municipal Water And Sewer Utility,D,Muni,1.000,8,,,,8,0,2,4,,,,,,,,2,8,
2020,2410,Gresham Municipal Water And Sewer Utility,D,Muni,1.500,5,,,,5,0,,2,,,,,,,,3,5,
2020,2410,Gresham Municipal Water And Sewer Utility,D,Muni,2.000,3,,,,3,0,,,,,,2,,,,1,3,
2020,2410,Gresham Municipal Water And Sewer Utility,D,Muni,3.000,4,,,,4,0,,,,1,,1,,,,2,4,
2020,2428,Village of Lake Hallie Public Works,C,Muni,0.625,1835,66,7,2,1896,0,1783,111,,1,,,,,,1,1896,
2020,2428,Village of Lake Hallie Public Works,C,Muni,0.750,18,,,-4,14,0,5,9,,,,,,,,,14,
2020,2428,Village of Lake Hallie Public Works,C,Muni,1.000,25,5,,-2,28,0,5,20,1,1,,,,,,1,28,
2020,2428,Village of Lake Hallie Public Works,C,Muni,1.500,14,1,,,15,8,,13,,1,,,,,,1,15,
2020,2428,Village of Lake Hallie Public Works,C,Muni,2.000,13,,,,13,5,,10,,2,,,,,,1,13,
2020,2428,Village of Lake Hallie Public Works,C,Muni,3.000,5,,,,5,1,,5,,,,,,,,,5,
2020,2428,Village of Lake Hallie Public Works,C,Muni,4.000,1,,,,1,0,,1,,,,,,,,,1,
2020,2430,Hammond Municipal Water Utility,D,Muni,0.625,816,90,162,4,748,90,678,27,5,8,,4,,,,26,748,
2020,2430,Hammond Municipal Water Utility,D,Muni,1.000,16,,1,,15,0,1,7,2,1,,3,,,,1,15,
2020,2430,Hammond Municipal Water Utility,D,Muni,1.500,10,,,,10,0,,4,3,,,1,,,,2,10,
2020,2430,Hammond Municipal Water Utility,D,Muni,2.000,10,,,,10,0,,2,,7,,,,,,1,10,
2020,2430,Hammond Municipal Water Utility,D,Muni,3.000,1,,,,1,0,,1,,,,,,,,,1,
2020,2430,Hammond Municipal Water Utility,D,Muni,4.000,1,,,,1,0,,,,1,,,,,,,1,
2020,2450,Hancock Municipal Water Utility,D,Muni,0.750,172,,,2,174,0,149,18,,5,,,,,,2,174,
2020,2450,Hancock Municipal Water Utility,D,Muni,1.000,2,,,,2,0,1,1,,,,,,,,,2,
2020,2450,Hancock Municipal Water Utility,D,Muni,1.500,2,,,,2,0,,,,2,,,,,,,2,
2020,2450,Hancock Municipal Water Utility,D,Muni,2.000,1,,,,1,0,,1,,,,,,,,,1,
2020,2460,Harmony Grove Sanitary District #1,D,Sani,0.625,778,31,27,,782,0,747,5,,,,,,,,30,782,
2020,2460,Harmony Grove Sanitary District #1,D,Sani,1.000,3,,,,3,0,1,2,,,,,,,,,3,
2020,2460,Harmony Grove Sanitary District #1,D,Sani,1.500,1,,,,1,1,,1,,,,,,,,,1,
2020,2470,City of Hartford Utilities,AB,Muni,0.625,5984,300,44,-144,6096,47,5471,209,45,25,,56,,,,290,6096,
2020,2470,City of Hartford Utilities,AB,Muni,1.000,31,,,50,81,1,3,30,12,8,,26,,,,2,81,
2020,2470,City of Hartford Utilities,AB,Muni,1.500,42,,1,37,78,6,3,12,4,11,,42,,,,6,78,
2020,2470,City of Hartford Utilities,AB,Muni,2.000,48,6,15,33,72,12,,23,13,10,,19,,,,7,72,
2020,2470,City of Hartford Utilities,AB,Muni,3.000,21,7,13,7,22,8,,1,11,6,,1,,,,3,22,
2020,2470,City of Hartford Utilities,AB,Muni,4.000,15,5,14,16,22,6,,,12,8,,2,,,,,22,
2020,2480,Hartland Municipal Water Utility,C,Muni,0.625,2920,178,384,1,2715,294,2552,136,15,8,,4,,,,,2715,
2020,2480,Hartland Municipal Water Utility,C,Muni,0.750,106,6,3,,109,7,64,24,9,3,,3,,,,6,109,
2020,2480,Hartland Municipal Water Utility,C,Muni,1.000,191,24,21,,194,18,58,45,31,4,,47,,,,9,194,
2020,2480,Hartland Municipal Water Utility,C,Muni,1.500,83,,1,,82,21,1,25,13,3,,30,,,,10,82,
2020,2480,Hartland Municipal Water Utility,C,Muni,2.000,36,,,,36,14,,11,5,5,,8,,,,7,36,
2020,2480,Hartland Municipal Water Utility,C,Muni,3.000,5,,1,,4,3,,1,,2,,,,,,1,4,
2020,2480,Hartland Municipal Water Utility,C,Muni,4.000,1,,,,1,1,,,,1,,,,,,,1,
2020,2480,Hartland Municipal Water Utility,C,Muni,6.000,1,,,,1,1,,,1,,,,,,,,1,
2020,2480,Hartland Municipal Water Utility,C,Muni,8.000,2,2,,,4,2,,2,,,,2,,,,,4,
2020,2483,Village of Hatley Water Utility,D,Muni,0.625,247,9,10,,246,0,210,9,,4,,,,,,23,246,
2020,2483,Village of Hatley Water Utility,D,Muni,1.000,5,,,,5,0,1,,,2,,,,,,2,5,
2020,2483,Village of Hatley Water Utility,D,Muni,1.500,1,,,,1,0,,,,,,,,,,1,1,
2020,2483,Village of Hatley Water Utility,D,Muni,2.000,1,,,,1,0,,,,1,,,,,,,1,
2020,2483,Village of Hatley Water Utility,D,Muni,6.000,1,,,,1,1,,,,,1,,,,,,1,
2020,2485,Village of Haugen Water Utility,D,Muni,0.625,140,,,,140,22,119,8,,2,,,,,,11,140,
2020,2485,Village of Haugen Water Utility,D,Muni,0.750,5,,,,5,0,3,2,,,,,,,,,5,
2020,2485,Village of Haugen Water Utility,D,Muni,1.000,3,,,,3,0,,2,,1,,,,,,,3,
2020,2485,Village of Haugen Water Utility,D,Muni,1.500,1,,,,1,0,,1,,,,,,,,,1,
2020,2485,Village of Haugen Water Utility,D,Muni,2.000,2,,,,2,0,,,,1,,,,,,1,2,
2020,2490,Hawkins Municipal Water And Sewer Utility,D,Muni,0.625,215,,4,,211,0,161,18,1,4,,,,,,27,211,
2020,2490,Hawkins Municipal Water And Sewer Utility,D,Muni,0.750,1,,,,1,0,1,,,,,,,,,,1,
2020,2490,Hawkins Municipal Water And Sewer Utility,D,Muni,1.000,2,,,,2,0,,,,2,,,,,,,2,
2020,2490,Hawkins Municipal Water And Sewer Utility,D,Muni,1.500,3,,,,3,0,,,3,,,,,,,,3,
2020,2490,Hawkins Municipal Water And Sewer Utility,D,Muni,2.000,1,,,,1,0,,,,,,1,,,,,1,
2020,2490,Hawkins Municipal Water And Sewer Utility,D,Muni,3.000,2,,,,2,0,,,,1,,,,,,1,2,
2020,2490,Hawkins Municipal Water And Sewer Utility,D,Muni,6.000,1,,,,1,0,,,1,,,,,,,,1,
2020,2500,City of Hayward Waterworks And Sewer,C,Muni,0.625,364,,111,,253,0,215,38,,,,,,,,,253,
2020,2500,City of Hayward Waterworks And Sewer,C,Muni,0.750,796,112,8,,900,0,659,183,,12,,3,,,2,41,900,
2020,2500,City of Hayward Waterworks And Sewer,C,Muni,1.000,108,7,6,,109,0,11,69,3,12,,9,,,1,4,109,
2020,2500,City of Hayward Waterworks And Sewer,C,Muni,1.500,37,1,,,38,11,1,26,,2,,8,,,,1,38,
2020,2500,City of Hayward Waterworks And Sewer,C,Muni,2.000,34,,,,34,11,,25,1,6,,2,,,,,34,
2020,2500,City of Hayward Waterworks And Sewer,C,Muni,3.000,8,,,,8,0,,2,,4,,,,,,2,8,
2020,2500,City of Hayward Waterworks And Sewer,C,Muni,4.000,1,,,,1,0,,1,,,,,,,,,1,
2020,2500,City of Hayward Waterworks And Sewer,C,Muni,6.000,1,,,,1,1,,1,,,,,,,,,1,
2020,2510,Hazel Green Municipal Utility,C,Muni,0.625,528,15,14,,529,2,480,42,1,6,,,,,,,529,
2020,2510,Hazel Green Municipal Utility,C,Muni,1.000,9,,,,9,1,2,6,,1,,,,,,,9,
2020,2510,Hazel Green Municipal Utility,C,Muni,1.500,5,,,,5,4,,2,,3,,,,,,,5,
2020,2510,Hazel Green Municipal Utility,C,Muni,2.000,5,2,1,,6,5,,4,1,1,,,,,,,6,
2020,2510,Hazel Green Municipal Utility,C,Muni,3.000,2,,,,2,2,,,,2,,,,,,,2,
2020,2530,Highland Municipal Water Utility,D,Muni,0.750,417,,5,,412,6,343,41,,6,,1,,,,21,412,
2020,2530,Highland Municipal Water Utility,D,Muni,1.000,6,,,,6,0,,2,,2,,2,,,,,6,
2020,2530,Highland Municipal Water Utility,D,Muni,2.000,7,,,,7,0,,2,,2,,1,,,,2,7,
2020,2530,Highland Municipal Water Utility,D,Muni,3.000,2,,,,2,0,,,,1,,,,,,1,2,
2020,2540,Hilbert Municipal Water Utility,D,Muni,0.750,477,,8,5,474,45,340,63,3,1,3,2,,,,62,474,
2020,2540,Hilbert Municipal Water Utility,D,Muni,1.000,12,,,,12,0,,5,,,1,2,,,,4,12,
2020,2540,Hilbert Municipal Water Utility,D,Muni,1.500,5,,,,5,0,,1,,,1,3,,,,,5,
2020,2540,Hilbert Municipal Water Utility,D,Muni,2.000,2,,,,2,0,,,,1,1,,,,,,2,
2020,2540,Hilbert Municipal Water Utility,D,Muni,3.000,1,,,,1,1,,,1,,,,,,,,1,
2020,2540,Hilbert Municipal Water Utility,D,Muni,4.000,3,1,1,,3,2,,,1,1,1,,,,,,3,
2020,2540,Hilbert Municipal Water Utility,D,Muni,6.000,1,,,,1,1,,,,,,1,,,,,1,
2020,2550,Hillsboro Municipal Water Utility,D,Muni,0.625,637,150,66,,721,150,541,64,1,4,,8,,,4,99,721,
2020,2550,Hillsboro Municipal Water Utility,D,Muni,1.000,7,,5,,2,0,,,,,,,,,,2,2,
2020,2550,Hillsboro Municipal Water Utility,D,Muni,1.500,10,,1,,9,0,,2,,3,,,,,3,1,9,
2020,2550,Hillsboro Municipal Water Utility,D,Muni,2.000,19,,4,,15,1,,4,2,6,,,,,1,2,15,
2020,2550,Hillsboro Municipal Water Utility,D,Muni,3.000,1,,,,1,1,,,,1,,,,,,,1,
2020,2550,Hillsboro Municipal Water Utility,D,Muni,4.000,10,,7,,3,2,,,2,1,,,,,,,3,
2020,2570,Hixton Municipal Water Utility,D,Muni,0.750,235,,1,,234,0,163,33,,6,,,,,,32,234,
2020,2570,Hixton Municipal Water Utility,D,Muni,1.000,7,,,,7,0,,5,,1,,,,,,1,7,
2020,2570,Hixton Municipal Water Utility,D,Muni,1.500,1,,,,1,0,,1,,,,,,,,,1,
2020,2570,Hixton Municipal Water Utility,D,Muni,3.000,1,,,,1,0,,,,,,,,,,1,1,
2020,2570,Hixton Municipal Water Utility,D,Muni,4.000,1,,,,1,0,,,,1,,,,,,,1,
2020,2573,Village of Hobart Water Utility,C,Muni,0.750,1796,150,6,,1940,19,1654,81,,1,,1,,,3,200,1940,
