Year,Utility ID,Name,Class,Type,Disconnection Notices End Of Q1,Disconnection Notices End Of Q2,Disconnection Notices End Of Q3,Disconnection Notices End Of Q4,Disconnections End Of Q1,Disconnections End Of Q2,Disconnections End Of Q3,Disconnections End Of Q4,Customers with Arrears End Of Q1,Amount of Arrears End of Q1,Customers with Arrears End Of Q2,Amount of Arrears End of Q2,Customers with Arrears End Of Q3,Amount of Arrears End of Q3,Customers with Arrears End of Q4,Amount of Arrears End of Q4,Added to Tax Roll,Amount Added to Tax Rol,
2022,940,Campbellsport Municipal Water Utility,D,Water,,,,14,,,,1,13,2199,27,5746,25,5227,21,7858,3,1481,
2022,930,Village of Cameron Municipal Water Utility,D,Water,,,,90,,,,1,116,13598,123,13753,111,13324,130,14468,10,3861,
2022,920,Cambridge Municipal Water Utility,D,Water,,,,534,,,,0,92,2129,86,1896,102,2417,70,1370,14,742,
2022,910,Cambria Municipal Water Utility,D,Water,,,,154,,,,4,24,910,15,653,9,328,14,597,1,36,
2022,870,Butternut Municipal Water Department,D,Water,,,,210,,,,5,16,1094,16,3488,11,2095,9,837,3,1744,
2022,810,Bruce Municipal Water and Sewer Utility,D,Water,,,,84,,,,1,10,503,24,1333,29,2458,24,3133,1,102,
2022,800,Browntown Municipal Water Utility,D,Water,,,,0,,,,0,0,0,0,0,0,0,5,760,0,0,
2022,790,Brownsville Water Utility,D,Water,,,,0,,,,0,0,0,0,0,0,0,11,4983,5,1809,
2022,770,Brooklyn Water Utility,D,Water,,,,175,,,,4,144,4822,129,2961,166,2885,174,4393,20,2236,
2022,730,Town of Brockway Sanitary District 1,D,Water,,,,0,,,,0,0,0,0,0,0,0,0,0,46,30935,
2022,720,Bristol Water Utility,D,Water,,,,0,,,,0,0,0,0,0,0,0,31,7131,31,7131,
2022,705,Bridgeport Sanitary Dist,D,Water,,,,0,,,,0,0,0,0,0,0,0,18,2526,18,2526,
2022,700,Brandon Sewer and Water Utility,D,Water,,,,182,,,,13,58,6615,73,8611,62,8270,56,6682,13,3094,
2022,690,Boyd Municipal Water And Sewer Utility,D,Water,,,,164,,,,2,11,2985,10,3064,8,3246,10,1036,5,3189,
2022,680,Boyceville Municipal Water Utility,D,Water,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,
2022,670,Bowler Water And Sewer Utility,D,Water,,,,143,,,,0,0,0,25,3490,23,3189,31,4918,31,4918,
2022,630,Bonduel Water and Sewer Utility,D,Water,,,,843,,,,7,55,4803,38,5359,51,5906,41,5418,0,0,
2022,627,Bluffview Sanitary District,D,Water,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,
2022,620,Blue River Municipal Water And Sewer Utility,D,Water,,,,135,,,,5,0,0,0,0,0,0,12,1245,1,272,
2022,615,Village of Blue Mounds Municipal Water Utility,D,Water,,,,282,,,,0,22,2268,24,2294,27,3208,18,2216,0,0,
2022,610,Bloomington Municipal Water Utility,D,Water,,,,0,,,,0,0,0,0,0,0,0,8,1535,8,1535,
2022,570,Blanchardville Municipal Water Utility,D,Water,,,,19,,,,3,24,5403,36,7581,30,10057,31,9457,5,3680,
2022,560,Blair Municipal Water Utility,D,Water,,,,734,,,,5,0,0,0,0,0,0,3,494,0,0,
2022,520,Black Creek Municipal Water and Sewer Utility,D,Water,,,,150,,,,1,12,2229,41,3344,38,2495,115,3472,1,281,
2022,510,Biron Municipal Water Utility,D,Water,,,,20,,,,1,61,2556,62,3756,85,13635,17,18393,19,6924,
2022,500,Birnamwood Municipal Water Utility,D,Water,,,,57,,,,1,37,7885,35,5096,7,1340,53,9257,0,0,
2022,490,Birchwood Municipal Water Utility,D,Water,,,,26,,,,1,36,1123,34,887,15,667,19,356,2,154,
2022,410,Belgium Municipal Water Utility,D,Water,,,,0,,,,0,107,31367,113,45290,108,54777,105,23067,45,36487,
2022,405,Beaver Brook Sanitary District No 1,D,Water,,,,0,,,,0,0,0,0,0,0,0,0,0,11,1187,
2022,395,Bear Creek Water Utility,D,Water,,,,112,,,,0,0,0,0,0,0,0,42,12640,2,695,
2022,385,Bayfield Water and Sewer Utility,D,Water,,,,100,,,,0,17,3553,7,1843,25,6913,0,0,1,621,
2022,381,Village of Bay City Water Utility,D,Water,,,,36,,,,0,18,18951,8,21268,7,21945,9,23277,0,0,
2022,370,Barneveld Municipal Water Utility,D,Water,,,,320,,,,0,31,5307,49,6221,42,6523,53,14053,7,609,
2022,340,Balsam Lake Municipal Water Utility,D,Water,,,,0,,,,0,67,11951,79,14011,57,10391,50,11940,5,2788,
2022,310,Bagley Municipal Water Utility,D,Water,,,,79,,,,7,11,1777,10,460,36,7600,22,1167,8,517,
2022,280,Avoca Municipal Water Utility,D,Water,,,,900,,,,5,0,0,0,0,0,0,62,9579,8,1015,
2022,270,City of Augusta Municipal Water and Sewer Utility,D,Water,,,,244,,,,0,121,37263,141,47293,123,60695,132,30433,53,38996,
2022,260,Athens Municipal Water Utility,D,Water,,,,0,,,,0,37,1800,37,2226,30,2074,40,1360,7,1624,
2022,240,Arlington Water Utility,D,Water,,,,0,,,,0,42,9462,22,6147,45,12264,44,13434,0,0,
2022,220,Arena Municipal Water Utility,D,Water,,,,109,,,,5,92,10720,92,10956,98,12770,87,9748,1,418,
2022,200,Applewood Hill Water Utility,D,Water,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,
2022,160,Village of Amherst Water Utility,D,Water,,,,0,,,,0,115,5802,115,7951,138,10247,43,5897,39,5759,
2022,100,Almena Municipal Water Utility,D,Water,,,,64,,,,2,17,1125,24,1470,29,1545,15,855,11,1478,
2022,90,Alma Center Water Utility,D,Water,,,,776,,,,10,0,0,0,0,0,0,71,9350,3,1669,
2022,80,Alma Municipal Water Utility,D,Water,,,,0,,,,0,103,8502,106,10607,145,16692,167,12662,20,2652,
2022,60,Allenton Sanitary District No 1,D,Water,,,,0,,,,0,119,38960,158,46385,149,50971,126,26459,20,9872,
2022,40,Albany Municipal Water And Sewer Utility,D,Water,,,,68,,,,0,141,16632,123,8779,117,3530,117,2294,5,2065,
2022,30,Adell Municipal Sewer And Water Utility,D,Water,,,,0,,,,0,0,0,0,0,0,0,3,963,18,6298,
2022,20,Adams Municipal Water And Sewer Utility,D,Water,,,,287,,,,14,15,897,15,1211,15,1816,36,1065,6,1070,
2022,10,Abbotsford Municipal Water Utility,D,Water,,,,121,,,,66,89,12511,100,13722,102,14187,99,15200,6,1143,
2021,6700,Wisconsin Rapids Water Works and Lighting Commission,AB,Water,,,,422,,,,7,,,,,,,701,37193,47,6601,
2021,6480,Village of Whitefish Bay Water Utility,AB,Water,,,,0,,,,0,,,,,,,885,98710,223,227789,
2021,6420,Weston Water Utility,AB,Water,,,,447,,,,27,,,,,,,301,25143,76,10987,
2021,6380,City of West Bend Water Utility,AB,Water,,,,0,,,,0,,,,,,,1823,83901,687,179027,
2021,6360,West Allis Municipal Water Utility,AB,Water,,,,82,,,,3,,,,,,,3890,699480,2001,1413392,
2021,6320,Wauwatosa Water Utility,AB,Water,,,,0,,,,0,,,,,,,2636,485608,1057,859611,
2021,6300,Wausau Water Utility,AB,Water,,,,0,,,,0,,,,,,,0,0,1123,300054,
2021,6290,Waupun Public Utilities,AB,Water,,,,2953,,,,12,,,,,,,1024,28879,29,2842,
2021,6280,Waupaca Water Utility,AB,Water,,,,0,,,,0,,,,,,,64,7824,20,2814,
2021,6260,Waunakee Water And Light Commission,AB,Water,,,,0,,,,0,,,,,,,56,2804,2,166,
2021,6240,City of Waukesha Water Utility,AB,Water,,,,0,,,,0,,,,,,,1825,256324,1240,490679,
2021,6230,Watertown Water Department,AB,Water,,,,24,,,,0,,,,,,,1127,99233,393,117700,
2021,6220,Waterloo Water And Light Commission,AB,Water,,,,1021,,,,74,,,,,,,170,0,5,1682,
2021,6100,Verona Water Utility,AB,Water,,,,0,,,,0,,,,,,,213,13998,104,30628,
2021,5990,Two Rivers Water and Light Utility,AB,Water,,,,4722,,,,8,,,,,,,732,29882,57,13567,
2021,5810,Sun Prairie Utilities,AB,Water,,,,14913,,,,0,,,,,,,951,34427,24,2972,
2021,5780,Sturgeon Bay Utilities,AB,Water,,,,145,,,,2,,,,,,,517,9251,67,5332,
2021,5750,Stoughton Water Utility,AB,Water,,,,2561,,,,27,,,,,,,722,16974,22,3230,
2021,5690,Stevens Point Municipal Water Utility,AB,Water,,,,1569,,,,49,,,,,,,1252,77788,169,11958,
2021,5610,Sparta Municipal Water Department,AB,Water,,,,838,,,,55,,,,,,,394,59849,47,7519,
2021,5590,South Milwaukee Water Utility,AB,Water,,,,0,,,,0,,,,,,,728,239882,572,179106,
2021,5380,Sheboygan Falls Utilities,AB,Water,,,,0,,,,0,,,,,,,0,0,73,9137,
2021,5370,Sheboygan Water Utility,AB,Water,,,,674,,,,79,,,,,,,2152,96927,3808,273398,
2021,5365,City of Shawano Water and Sewer Utility,AB,Water,,,,9113,,,,2,,,,,,,489,15308,42,2181,
2021,5110,River Falls Municipal Utility,AB,Water,,,,928,,,,0,,,,,,,45,12148,21,959,
2021,5105,Ripon Water Utility,AB,Water,,,,302,,,,23,,,,,,,0,0,0,0,
2021,5050,Rice Lake Municipal Water and Electric Utility,AB,Water,,,,1462,,,,6,,,,,,,752,136829,55,1433,
2021,4970,Reedsburg Utility Commission,AB,Water,,,,9725,,,,39,,,,,,,2948,44084,13,929,
2021,4900,Racine Water Works Commission,AB,Water,,,,0,,,,0,,,,,,,6000,885789,6284,1721771,
2021,4780,Port Washington Municipal Water Utility,AB,Water,,,,0,,,,0,,,,,,,0,0,150,82964,
2021,4740,Plymouth Utilities,AB,Water,,,,346,,,,15,,,,,,,159,33133,0,0,
2021,4737,Village of Plover Municipal Water Utility,AB,Water,,,,0,,,,0,,,,,,,329,59487,155,39394,
2021,4730,Village of Pleasant Prairie Water Utility,AB,Water,,,,0,,,,0,,,,,,,966,205083,310,60864,
2021,4700,Platteville Water and Sewer Utility,AB,Water,,,,3448,,,,79,,,,,,,278,26268,160,45972,
2021,4480,City of Oshkosh Water Utility,AB,Water,,,,0,,,,0,,,,,,,8321,1685464,6363,1355450,
2021,4440,Oregon Municipal Water And Sewer Utility,AB,Water,,,,0,,,,0,,,,,,,509,16729,93,10414,
2021,4410,Onalaska Municipal Water Utility,AB,Water,,,,0,,,,0,,,,,,,564,34422,293,50100,
2021,4340,City of Oconomowoc Utilities,AB,Water,,,,0,,,,0,,,,,,,1902,33398,91,1619,
2021,4310,Oak Creek Water and Sewer Utility,AB,Water,,,,0,,,,0,,,,,,,1468,128865,527,191734,
2021,4130,New London Electric and Water Utility,AB,Water,,,,1532,,,,13,,,,,,,0,10558,30,6963,
2021,4090,New Berlin Water Utility,AB,Water,,,,0,,,,0,,,,,,,1525,281064,497,129477,
2021,4030,City of Neenah Water Utility,AB,Water,,,,0,,,,0,,,,,,,609,141371,762,176752,
2021,3820,Monroe Municipal Water Utility,AB,Water,,,,1873,,,,7,,,,,,,4,813,14,5158,
2021,3720,Milwaukee Water Works,AB,Water,,,,82583,,,,0,,,,,,,28870,4296758,15551,7684327,
2021,3640,Middleton Municipal Water Utility,AB,Water,,,,0,,,,0,,,,,,,3801,55370,143,8032,
2021,3595,Mequon Municipal Water Utility,AB,Water,,,,0,,,,0,,,,,,,507,77285,61,28633,
2021,3590,City of Menomonie Water Department,AB,Water,,,,2286,,,,17,,,,,,,269,10180,33,7113,
2021,3580,Village of Menomonee Falls Water Utility,AB,Water,,,,0,,,,0,,,,,,,0,0,602,127257,
2021,3560,Menasha Electric and Water Utilities,AB,Water,,,,14547,,,,189,,,,,,,1411,7638,53,11284,
2021,3550,Fox Crossing Utilities,AB,Water,,,,6920,,,,0,,,,,,,1425,223496,356,233243,
2021,3420,Marshfield Utilities,AB,Water,,,,7014,,,,0,,,,,,,615,29050,77,7209,
2021,3370,Marinette Municipal Water Utility,AB,Water,,,,743,,,,0,,,,,,,0,0,239,56252,
2021,3320,Manitowoc Public Utilities,AB,Water,,,,20730,,,,0,,,,,,,1447,68020,83,3099,
2021,3280,Madison Water Utility,AB,Water,,,,0,,,,0,,,,,,,3815,160838,2502,799492,
2021,3160,Lodi Municipal Light And Water Utility,AB,Water,,,,902,,,,1,,,,,,,153,6006,3,106,
2021,3140,Little Chute Municipal Water Department,AB,Water,,,,0,,,,0,,,,,,,559,21451,165,22949,
2021,3000,Lake Mills Light And Water Department,AB,Water,,,,0,,,,0,,,,,,,104,11634,10,980,
2021,2980,Lake Geneva Utility Commission,AB,Water,,,,1551,,,,86,,,,,,,203,4062,17,2514,
2021,2920,La Crosse Water Utility,AB,Water,,,,0,,,,0,,,,,,,2268,257714,1336,276519,
2021,2820,Kenosha Water Utility,AB,Water,,,,0,,,,0,,,,,,,0,0,2771,609565,
2021,2800,Kaukauna Utilities,AB,Water,,,,0,,,,0,,,,,,,1153,82373,110,13431,
2021,2750,Jefferson Water And Electric Department,AB,Water,,,,15,,,,1,,,,,,,0,0,16,8311,
2021,2740,Janesville Water Utility,AB,Water,,,,0,,,,0,,,,,,,3219,643719,2647,2348487,
2021,2650,Hustisford Utilities,AB,Water,,,,58,,,,0,,,,,,,18,2049,4,1088,
2021,2630,Hudson Public Utilities,AB,Water,,,,0,,,,0,,,,,,,0,0,395,87655,
2021,2620,Village of Howard Water and Sewer Department,AB,Water,,,,0,,,,0,,,,,,,317,13542,337,161269,
2021,2470,City of Hartford Utilities,AB,Water,,,,0,,,,0,,,,,,,1228,28246,8,3774,
2021,2360,Village of Greendale Water Utility,AB,Water,,,,0,,,,0,,,,,,,575,58544,238,160163,
2021,2350,Green Bay Water Utility,AB,Water,,,,0,,,,0,,,,,,,0,0,0,0,
2021,2310,Town of Grand Chute Sanitary District 1,AB,Water,,,,0,,,,0,,,,,,,242,30881,161,49900,
2021,2300,Grafton Water and Wastewater Utility,AB,Water,,,,0,,,,0,,,,,,,380,28033,152,30924,
2021,2260,Glendale Water Utility,AB,Water,,,,0,,,,0,,,,,,,234,49273,287,107542,
2021,2210,Germantown Water Utility,AB,Water,,,,0,,,,0,,,,,,,1350,263934,246,157540,
2021,2105,Franklin Municipal Water Utility,AB,Water,,,,0,,,,0,,,,,,,700,101822,424,236879,
2021,2060,City of Fort Atkinson Water Utility,AB,Water,,,,732,,,,3,,,,,,,2231,88923,129,22725,
2021,2010,Fond Du Lac Water Utility,AB,Water,,,,0,,,,0,,,,,,,8265,247825,14373,2185685,
2021,2000,Florence Utility Commission,AB,Water,,,,0,,,,0,,,,,,,92,7672,6,638,
2021,1990,Fitchburg Water Utility,AB,Water,,,,1104,,,,6,,,,,,,401,24931,114,16792,
2021,1800,Elkhorn Light And Water,AB,Water,,,,1264,,,,2,,,,,,,127,26630,9,2414,
2021,1740,Eau Claire Municipal Water Utility,AB,Water,,,,0,,,,0,,,,,,,3062,235233,1200,274607,
2021,1710,Eagle River Light And Water Commission,AB,Water,,,,280,,,,0,,,,,,,27,6545,4,363,
2021,1610,De Pere Water Department,AB,Water,,,,0,,,,0,,,,,,,440,43855,354,141618,
2021,1545,Darboy Joint Sanitary District No 1,AB,Water,,,,540,,,,13,,,,,,,146,9974,0,0,
2021,1480,City of Cudahy Water Utility,AB,Water,,,,0,,,,0,,,,,,,1043,51793,482,102158,
2021,1300,Columbus Water And Light Department,AB,Water,,,,611,,,,10,,,,,,,116,9340,29,7219,
2021,1120,Chippewa Falls Department of Public Utilities,AB,Water,,,,0,,,,0,,,,,,,445,27182,428,82547,
2021,1000,Cedarburg Light And Water Commission,AB,Water,,,,477,,,,3,,,,,,,320,93067,6,496,
2021,900,Village of Caledonia Water Utility,AB,Water,,,,0,,,,0,,,,,,,2352,257412,1129,254057,
2021,780,Brown Deer Water Public Utility,AB,Water,,,,0,,,,0,,,,,,,1426,78695,524,128717,
2021,760,Brookfield Municipal Water Utility,AB,Water,,,,0,,,,0,,,,,,,755,173143,533,168185,
2021,550,Black River Falls Municipal Electric and Water,AB,Water,,,,2022,,,,51,,,,,,,550,100717,15,1456,
2021,455,Beloit Water Utility,AB,Water,,,,635,,,,0,,,,,,,3924,544630,1826,346876,
2021,430,Bellevue Water Utility,AB,Water,,,,0,,,,0,,,,,,,212,17719,115,37206,
2021,400,Beaver Dam Water Utility,AB,Water,,,,0,,,,0,,,,,,,1406,119790,552,131204,
2021,360,City of Baraboo Water Utility,AB,Water,,,,483,,,,127,,,,,,,166,3033,28,2290,
2021,255,Ashwaubenon Water And Sewer Utility,AB,Water,,,,0,,,,0,,,,,,,174,49682,174,49682,
2021,250,Ashland Water Utility,AB,Water,,,,0,,,,0,,,,,,,308,18991,150,34697,
2021,190,Appleton Water Department,AB,Water,,,,0,,,,0,,,,,,,0,343931,1434,394981,
2021,180,Antigo Utilities,AB,Water,,,,979,,,,71,,,,,,,625,58445,312,37256,
2021,70,Village of Allouez Water Department,AB,Water,,,,0,,,,0,,,,,,,0,42044,184,60274,
2021,50,Algoma Utility Commission,AB,Water,,,,285,,,,4,,,,,,,32,1199,8,993,
2021,6800,Village of Wrightstown Water Utility,C,Water,,,,0,,,,0,,,,,,,0,0,0,0,
2021,6760,Wonewoc Electric and Water Utility,C,Water,,,,1128,,,,12,,,,,,,71,9107,6,557,
2021,6620,Wisconsin Dells Municipal Water Utility,C,Water,,,,0,,,,0,,,,,,,320,9455,10,826,
2021,6580,Winneconne Water Utility,C,Water,,,,0,,,,0,,,,,,,154,44393,58,28843,
2021,6572,Windsor Water Utility,C,Water,,,,25,,,,1,,,,,,,179,10548,60,10868,
2021,6540,Williams Bay Municipal Water Utility,C,Water,,,,0,,,,0,,,,,,,0,0,0,0,
2021,6530,Whiting Municipal Water And Sewer Utility,C,Water,,,,5,,,,1,,,,,,,58,17367,3,2056,
2021,6520,Whitewater Municipal Water Utility,C,Water,,,,1448,,,,34,,,,,,,635,27522,150,10686,
2021,6500,Whitehall Municipal Water Utility,C,Water,,,,510,,,,4,,,,,,,106,8841,1,42,
2021,6430,West Salem Municipal Joint Water and Sewer Utility,C,Water,,,,0,,,,0,,,,,,,371,13053,100,22841,
2021,6400,City of Westby Municipal Electric and Water Utility,C,Water,,,,0,,,,0,,,,,,,100,5102,4,315,
2021,6390,Brookfield Tn Of  Sanitary Dist No 4,C,Water,,,,0,,,,0,,,,,,,207,36070,80,72685,
2021,6335,Harrison Utilities,C,Water,,,,0,,,,0,,,,,,,247,11794,22,4471,
2021,6325,Wautoma Public Water Utility,C,Water,,,,0,,,,0,,,,,,,0,0,0,0,
2021,6210,Village of Waterford Water and Sewer Utility,C,Water,,,,3,,,,0,,,,,,,4,4346,119,91841,
2021,6180,Walworth Municipal Water And Sewer Utility,C,Water,,,,0,,,,0,,,,,,,140,30345,19,17130,
2021,6140,City of Viroqua Municipal Water Utility,C,Water,,,,1687,,,,21,,,,,,,150,19647,11,4245,
2021,6130,Viola Municipal Water And Electric Utility,C,Water,,,,19,,,,0,,,,,,,23,2161,11,982,
2021,6020,Union Grove Municipal Water Utility,C,Water,,,,0,,,,0,,,,,,,136,40932,48,11699,
2021,5940,Trempealeau Municipal Electric and Water Utility,C,Water,,,,1200,,,,4,,,,,,,73,14850,10,1019,
2021,5930,Tomahawk Municipal Water and Sewer Utility,C,Water,,,,0,,,,0,,,,,,,331,19513,195,40840,
2021,5920,Tomah Water Utility,C,Water,,,,2872,,,,162,,,,,,,329,33735,50,7398,
2021,5835,Village of Sussex Water Public Utility,C,Water,,,,0,,,,0,,,,,,,425,16121,85,31730,
2021,5795,Suamico Water Utility,C,Water,,,,177,,,,0,,,,,,,361,46628,51,4938,
2021,5760,Stratford Municipal Water and Electric Utility,C,Water,,,,58,,,,2,,,,,,,158,65260,4,1541,
2021,5670,Stanley Municipal Waterworks,C,Water,,,,131,,,,18,,,,,,,54,4564,6,2148,
2021,5630,Spooner Municipal Utilities,C,Water,,,,2168,,,,5,,,,,,,202,4957,6,1527,
2021,5550,Village of Somerset Water Utility,C,Water,,,,0,,,,0,,,,,,,366,61408,129,24055,
2021,5545,Village of Somers Water Utility ,C,Water,,,,0,,,,0,,,,,,,103,58999,103,58999,
2021,5510,Slinger Utilities,C,Water,,,,0,,,,0,,,,,,,0,0,53,1632,
2021,5500,Sister Bay Water And Sewer Utility,C,Water,,,,27,,,,0,,,,,,,1,78,0,0,
2021,5440,Shorewood Municipal Water Utility,C,Water,,,,1,,,,1,,,,,,,451,38665,204,74690,
2021,5420,Village of Sherwood Water and Sewer Utility,C,Water,,,,0,,,,0,,,,,,,0,0,11,6867,
2021,5377,Sheboygan Tn Of Sanitary Dist #3,C,Water,,,,0,,,,0,,,,,,,251,11214,44,5282,
2021,5360,Shawano Lake Sanitary District #1,C,Water,,,,126,,,,11,,,,,,,161,15114,4,798,
2021,5320,Seymour Municipal Water Utility,C,Water,,,,0,,,,0,,,,,,,88,17273,48,14973,
2021,5290,Schofield Municipal Water and Sewer Utility,C,Water,,,,0,,,,0,,,,,,,84,11761,41,21232,
2021,5270,Saukville Municipal Water Utility,C,Water,,,,0,,,,0,,,,,,,273,7923,95,17571,
2021,5260,Sauk City Municipal Water and Light Utility,C,Water,,,,684,,,,119,,,,,,,100,100,12,2285,
2021,5220,St Croix Falls Municipal Water Utility,C,Water,,,,140,,,,8,,,,,,,141,36655,25,4199,
2021,5180,Rothschild Municipal Water Utility,C,Water,,,,516,,,,12,,,,,,,308,86449,0,0,
2021,5159,Town of Rome Water Utility,C,Water,,,,0,,,,0,,,,,,,865,19362,540,49977,
2021,5071,Richland Center Water Utility,C,Water,,,,5455,,,,1,,,,,,,357,14272,20,8677,
2021,5045,Rib Mountain San Dist,C,Water,,,,0,,,,0,,,,,,,149,16000,63,19162,
2021,5010,City of Rhinelander Water Utility,C,Water,,,,0,,,,0,,,,,,,1368,166961,380,261428,
2021,4890,Pulaski Water Department,C,Water,,,,0,,,,0,,,,,,,155,28734,45,20724,
2021,4880,Princeton Municipal Water and Electric Utility,C,Water,,,,0,,,,0,,,,,,,50,7182,10,1416,
2021,4850,City of Prescott Municipal Water Utility,C,Water,,,,0,,,,0,,,,,,,163,17370,0,0,
2021,4830,Prairie Du Sac Municipal Electric and Water,C,Water,,,,0,,,,0,,,,,,,0,0,0,0,
2021,4820,Prairie Du Chien Municipal Water Utility,C,Water,,,,0,,,,0,,,,,,,1299,100023,118,32782,
2021,4810,Poynette Municipal Water Utility,C,Water,,,,84,,,,7,,,,,,,9,1001,8,2266,
2021,4770,Port Edwards Water Utility,C,Water,,,,554,,,,5,,,,,,,26,6900,15,5826,
2021,4760,Portage Water Utility,C,Water,,,,449,,,,47,,,,,,,2883,24108,27,6192,
2021,4625,City of Pewaukee Water Utility,C,Water,,,,0,,,,0,,,,,,,1641,56085,122,67749,
2021,4620,Village of Pewaukee Water Utility,C,Water,,,,0,,,,0,,,,,,,386,36902,97,67412,
2021,4610,Peshtigo Municipal Water Utility,C,Water,,,,183,,,,12,,,,,,,8,596,3,1888,
2021,4585,Village of Bloomfield Utility Department,C,Water,,,,1676,,,,94,,,,,,,43,5777,31,9125,
2021,4550,Park Falls Municipal Water Utility,C,Water,,,,343,,,,10,,,,,,,39,7156,10,3483,
2021,4460,Osceola Municipal Water Utility,C,Water,,,,42,,,,2,,,,,,,2,465,5,1749,
2021,4430,Oostburg Municipal Water Utility,C,Water,,,,0,,,,0,,,,,,,82,4551,31,9394,
2021,4400,City of Omro Water Utility,C,Water,,,,0,,,,0,,,,,,,204,3946,15,2901,
2021,4360,Oconto Falls Water And Light Commission,C,Water,,,,3000,,,,12,,,,,,,192,5944,6,698,
2021,4350,Oconto Utility Commission,C,Water,,,,703,,,,15,,,,,,,186,28497,18,8865,
2021,4230,North Fond Du Lac Water Utility,C,Water,,,,3519,,,,109,,,,,,,325,29791,0,0,
2021,4140,New Richmond Municipal Water Utility,C,Water,,,,697,,,,3,,,,,,,734,29721,67,4308,
2021,4120,City of New Lisbon Electric and Water Utility,C,Water,,,,1539,,,,0,,,,,,,116,3758,3,888,
2021,4110,New Holstein Public Utility,C,Water,,,,5,,,,1,,,,,,,58,2526,1,88,
2021,4100,New Glarus Light And Water Works,C,Water,,,,331,,,,3,,,,,,,74,40361,0,0,
2021,4050,Nekoosa Municipal Water Utility,C,Water,,,,960,,,,10,,,,,,,82,38501,42,12933,
2021,4040,City of Neillsville Municipal Water Utility,C,Water,,,,878,,,,10,,,,,,,0,0,26,6697,
2021,4005,City of Muskego Water Public Utility,C,Water,,,,0,,,,0,,,,,,,0,0,120,41834,
2021,4000,Muscoda Light And Water Utility,C,Water,,,,553,,,,0,,,,,,,126,2559,1,9,
2021,3980,Mukwonago Municipal Water Utility,C,Water,,,,0,,,,0,,,,,,,99,7686,28,4339,
2021,3950,Mount Horeb Water And Sewer Utility,C,Water,,,,0,,,,0,,,,,,,311,8673,19,2233,
2021,3890,Mosinee Municipal Water And Sewer Utility,C,Water,,,,197,,,,0,,,,,,,342,57892,69,45468,
2021,3800,Monona Water Utility,C,Water,,,,5,,,,2,,,,,,,115,70207,94,21320,
2021,3780,Mondovi Municipal Water And Sewer Utility,C,Water,,,,100,,,,0,,,,,,,289,54709,31,12267,
2021,3740,Mineral Point Municipal Water Utility,C,Water,,,,1416,,,,0,,,,,,,112,10272,21,15046,
2021,3700,City of Milton Municipal Water Utility,C,Water,,,,0,,,,0,,,,,,,423,74474,129,84627,
2021,3620,Merrillan Municipal Electric and Water Utility,C,Water,,,,516,,,,8,,,,,,,236,1134,2,376,
2021,3610,Merrill Water Utility,C,Water,,,,3000,,,,31,,,,,,,24,1425,89,32541,
2021,3520,Medford Water works,C,Water,,,,0,,,,0,,,,,,,4,310,4,310,
2021,3490,Mcfarland Water and Sewer Utility,C,Water,,,,0,,,,0,,,,,,,131,52196,83,37638,
2021,3460,Mayville Municipal Water Utility,C,Water,,,,0,,,,0,,,,,,,161,28880,83,44007,
2021,3450,City of Mauston Municipal Water Utility,C,Water,,,,1760,,,,40,,,,,,,235,15438,21,7540,
2021,3410,Marshall Water And Sewer Utility,C,Water,,,,55,,,,24,,,,,,,88,16037,38,9873,
2021,3095,Town of Lawrence Water Utility,C,Water,,,,0,,,,0,,,,,,,55,13233,18,5780,
2021,3030,Lancaster Municipal Water Utility,C,Water,,,,0,,,,0,,,,,,,195,36804,26,5026,
2021,2985,Lakeland Sanitary District #1,C,Water,,,,147,,,,3,,,,,,,0,0,4,1248,
2021,2975,Village of Lake Delton Water Utility,C,Water,,,,0,,,,0,,,,,,,136,6087,29,5696,
2021,2973,Lake Como Sanitary District #1,C,Water,,,,286,,,,54,,,,,,,19,3523,17,1836,
2021,2940,Ladysmith Municipal Water Utility,C,Water,,,,422,,,,29,,,,,,,220,42855,56,16670,
2021,2901,Kronenwetter Water Utility,C,Water,,,,256,,,,23,,,,,,,205,26273,29,4972,
2021,2870,Kimberly Municipal Water Utility,C,Water,,,,0,,,,0,,,,,,,394,74360,123,85555,
2021,2850,City of Kiel Utilities,C,Water,,,,0,,,,0,,,,,,,0,0,41,16441,
2021,2840,Kewaunee Municipal Water Utility,C,Water,,,,88,,,,0,,,,,,,127,26961,10,2494,
2021,2830,Kewaskum Municipal Water Utility,C,Water,,,,369,,,,1,,,,,,,38,8795,23,3162,
2021,2790,Juneau Utility Commission,C,Water,,,,0,,,,0,,,,,,,0,0,0,0,
2021,2770,Johnson Creek Water Utility,C,Water,,,,0,,,,0,,,,,,,74,10741,8,1957,
2021,2720,Village of Jackson Water Utility,C,Water,,,,480,,,,60,,,,,,,24,5687,11,4772,
2021,2610,Village of Hortonville Water and Sewer,C,Water,,,,135,,,,0,,,,,,,230,112498,50,19254,
2021,2600,City of Horicon Water Utility,C,Water,,,,1956,,,,39,,,,,,,172,15629,14,10238,
2021,2590,Holmen Municipal Water Utility,C,Water,,,,285,,,,30,,,,,,,686,21828,163,35650,
